"Plot Title: TRH_2"
"#","Date Time, GMT-07:00","Temp, °C (LGR S/N: 10981298, SEN S/N: 10981298, LBL: Temp_2)","RH, % (LGR S/N: 10981298, SEN S/N: 10981298, LBL: RH_2)","Stopped (LGR S/N: 10981298)","End Of File (LGR S/N: 10981298)"
197,08/29/22 11:13:00 AM,25.506,53.764,,
198,08/29/22 11:13:30 AM,25.506,53.764,,
199,08/29/22 11:14:00 AM,25.506,53.764,,
200,08/29/22 11:14:30 AM,25.506,53.732,,
201,08/29/22 11:15:00 AM,25.506,53.701,,
202,08/29/22 11:15:30 AM,25.506,53.669,,
203,08/29/22 11:16:00 AM,25.506,53.669,,
204,08/29/22 11:16:30 AM,25.506,53.543,,
205,08/29/22 11:17:00 AM,25.506,53.606,,
206,08/29/22 11:17:30 AM,25.506,53.606,,
207,08/29/22 11:18:00 AM,25.506,53.669,,
208,08/29/22 11:18:30 AM,25.531,53.641,,
209,08/29/22 11:19:00 AM,25.506,53.606,,
210,08/29/22 11:19:30 AM,25.506,53.606,,
211,08/29/22 11:20:00 AM,25.531,53.641,,
212,08/29/22 11:20:30 AM,25.531,53.673,,
213,08/29/22 11:21:00 AM,25.531,53.547,,
214,08/29/22 11:21:30 AM,25.531,53.610,,
215,08/29/22 11:22:00 AM,25.531,53.641,,
216,08/29/22 11:22:30 AM,25.531,53.610,,
217,08/29/22 11:23:00 AM,25.531,53.641,,
218,08/29/22 11:23:30 AM,25.531,53.641,,
219,08/29/22 11:24:00 AM,25.531,53.673,,
220,08/29/22 11:24:30 AM,25.531,53.641,,
221,08/29/22 11:25:00 AM,25.531,53.641,,
222,08/29/22 11:25:30 AM,25.531,53.641,,
223,08/29/22 11:26:00 AM,25.531,53.610,,
224,08/29/22 11:26:30 AM,25.531,53.610,,
225,08/29/22 11:27:00 AM,25.531,53.578,,
226,08/29/22 11:27:30 AM,25.531,53.610,,
227,08/29/22 11:28:00 AM,25.531,53.610,,
228,08/29/22 11:28:30 AM,25.531,53.610,,
229,08/29/22 11:29:00 AM,25.531,53.610,,
230,08/29/22 11:29:30 AM,25.555,53.613,,
231,08/29/22 11:30:00 AM,25.531,53.610,,
232,08/29/22 11:30:30 AM,25.531,53.610,,
233,08/29/22 11:31:00 AM,25.531,53.610,,
234,08/29/22 11:31:30 AM,25.555,53.613,,
235,08/29/22 11:32:00 AM,25.555,53.613,,
236,08/29/22 11:32:30 AM,25.555,53.613,,
237,08/29/22 11:33:00 AM,25.555,53.645,,
238,08/29/22 11:33:30 AM,25.555,53.645,,
239,08/29/22 11:34:00 AM,25.555,53.645,,
240,08/29/22 11:34:30 AM,25.555,53.676,,
241,08/29/22 11:35:00 AM,25.555,53.645,,
242,08/29/22 11:35:30 AM,25.555,53.676,,
243,08/29/22 11:36:00 AM,25.555,53.676,,
244,08/29/22 11:36:30 AM,25.555,53.676,,
245,08/29/22 11:37:00 AM,25.555,53.676,,
246,08/29/22 11:37:30 AM,25.555,53.676,,
247,08/29/22 11:38:00 AM,25.555,53.645,,
248,08/29/22 11:38:30 AM,25.555,53.645,,
249,08/29/22 11:39:00 AM,25.555,53.613,,
250,08/29/22 11:39:30 AM,25.555,53.645,,
251,08/29/22 11:40:00 AM,25.555,53.645,,
252,08/29/22 11:40:30 AM,25.555,53.676,,
253,08/29/22 11:41:00 AM,25.555,53.676,,
254,08/29/22 11:41:30 AM,25.555,53.676,,
255,08/29/22 11:42:00 AM,25.555,53.676,,
256,08/29/22 11:42:30 AM,25.555,53.676,,
257,08/29/22 11:43:00 AM,25.555,53.645,,
258,08/29/22 11:43:30 AM,25.555,53.645,,
259,08/29/22 11:44:00 AM,25.555,53.676,,
260,08/29/22 11:44:30 AM,25.555,53.676,,
261,08/29/22 11:45:00 AM,25.555,53.676,,
262,08/29/22 11:45:30 AM,25.555,53.676,,
263,08/29/22 11:46:00 AM,25.555,53.550,,
264,08/29/22 11:46:30 AM,25.555,53.676,,
265,08/29/22 11:47:00 AM,25.555,53.645,,
266,08/29/22 11:47:30 AM,25.555,53.676,,
267,08/29/22 11:48:00 AM,25.531,53.610,,
268,08/29/22 11:48:30 AM,25.531,53.673,,
269,08/29/22 11:49:00 AM,25.555,53.739,,
270,08/29/22 11:49:30 AM,25.531,53.704,,
271,08/29/22 11:50:00 AM,25.531,53.736,,
272,08/29/22 11:50:30 AM,25.531,53.736,,
273,08/29/22 11:51:00 AM,25.555,53.708,,
274,08/29/22 11:51:30 AM,25.555,53.739,,
275,08/29/22 11:52:00 AM,25.555,53.708,,
276,08/29/22 11:52:30 AM,25.531,53.736,,
277,08/29/22 11:53:00 AM,25.555,53.708,,
278,08/29/22 11:53:30 AM,25.555,53.708,,
279,08/29/22 11:54:00 AM,25.555,53.708,,
280,08/29/22 11:54:30 AM,25.555,53.708,,
281,08/29/22 11:55:00 AM,25.555,53.708,,
282,08/29/22 11:55:30 AM,25.555,53.739,,
283,08/29/22 11:56:00 AM,25.555,53.739,,
284,08/29/22 11:56:30 AM,25.555,53.739,,
285,08/29/22 11:57:00 AM,25.555,53.739,,
286,08/29/22 11:57:30 AM,25.555,53.771,,
287,08/29/22 11:58:00 AM,25.555,53.802,,
288,08/29/22 11:58:30 AM,25.555,53.802,,
289,08/29/22 11:59:00 AM,25.555,53.834,,
290,08/29/22 11:59:30 AM,25.555,53.865,,
291,08/29/22 12:00:00 PM,25.555,53.960,,
292,08/29/22 12:00:30 PM,25.555,54.023,,
293,08/29/22 12:01:00 PM,25.555,54.023,,
294,08/29/22 12:01:30 PM,25.555,54.086,,
295,08/29/22 12:02:00 PM,25.555,54.149,,
296,08/29/22 12:02:30 PM,25.555,54.180,,
297,08/29/22 12:03:00 PM,25.555,54.180,,
298,08/29/22 12:03:30 PM,25.555,54.243,,
299,08/29/22 12:04:00 PM,25.579,54.247,,
300,08/29/22 12:04:30 PM,25.555,54.275,,
301,08/29/22 12:05:00 PM,25.555,54.306,,
302,08/29/22 12:05:30 PM,25.579,54.373,,
303,08/29/22 12:06:00 PM,25.579,54.373,,
304,08/29/22 12:06:30 PM,25.555,54.432,,
305,08/29/22 12:07:00 PM,25.579,54.373,,
306,08/29/22 12:07:30 PM,25.555,54.369,,
307,08/29/22 12:08:00 PM,25.579,54.341,,
308,08/29/22 12:08:30 PM,25.579,54.373,,
309,08/29/22 12:09:00 PM,25.579,54.373,,
310,08/29/22 12:09:30 PM,25.579,54.373,,
311,08/29/22 12:10:00 PM,25.579,54.373,,
312,08/29/22 12:10:30 PM,25.579,54.341,,
313,08/29/22 12:11:00 PM,25.579,54.373,,
314,08/29/22 12:11:30 PM,25.579,54.341,,
315,08/29/22 12:12:00 PM,25.579,54.310,,
316,08/29/22 12:12:30 PM,25.579,54.341,,
317,08/29/22 12:13:00 PM,25.579,54.373,,
318,08/29/22 12:13:30 PM,25.579,54.373,,
319,08/29/22 12:14:00 PM,25.579,54.404,,
320,08/29/22 12:14:30 PM,25.579,54.341,,
321,08/29/22 12:15:00 PM,25.579,54.373,,
322,08/29/22 12:15:30 PM,25.579,54.373,,
323,08/29/22 12:16:00 PM,25.603,54.345,,
324,08/29/22 12:16:30 PM,25.579,54.341,,
325,08/29/22 12:17:00 PM,25.603,54.313,,
326,08/29/22 12:17:30 PM,25.603,54.313,,
327,08/29/22 12:18:00 PM,25.603,54.345,,
328,08/29/22 12:18:30 PM,25.603,54.313,,
329,08/29/22 12:19:00 PM,25.603,54.313,,
330,08/29/22 12:19:30 PM,25.603,54.345,,
331,08/29/22 12:20:00 PM,25.579,54.310,,
332,08/29/22 12:20:30 PM,25.603,54.439,,
333,08/29/22 12:21:00 PM,25.603,54.376,,
334,08/29/22 12:21:30 PM,25.603,54.345,,
335,08/29/22 12:22:00 PM,25.603,54.313,,
336,08/29/22 12:22:30 PM,25.579,54.341,,
337,08/29/22 12:23:00 PM,25.579,54.373,,
338,08/29/22 12:23:30 PM,25.603,54.376,,
339,08/29/22 12:24:00 PM,25.603,54.408,,
340,08/29/22 12:24:30 PM,25.579,54.404,,
341,08/29/22 12:25:00 PM,25.579,54.498,,
342,08/29/22 12:25:30 PM,25.579,54.436,,
343,08/29/22 12:26:00 PM,25.579,54.436,,
344,08/29/22 12:26:30 PM,25.579,54.530,,
345,08/29/22 12:27:00 PM,25.603,54.470,,
346,08/29/22 12:27:30 PM,25.579,54.467,,
347,08/29/22 12:28:00 PM,25.603,54.565,,
348,08/29/22 12:28:30 PM,25.603,54.628,,
349,08/29/22 12:29:00 PM,25.603,54.565,,
350,08/29/22 12:29:30 PM,25.603,54.596,,
351,08/29/22 12:30:00 PM,25.603,54.596,,
352,08/29/22 12:30:30 PM,25.603,54.565,,
353,08/29/22 12:31:00 PM,25.603,54.533,,
354,08/29/22 12:31:30 PM,25.603,54.565,,
355,08/29/22 12:32:00 PM,25.628,54.537,,
356,08/29/22 12:32:30 PM,25.603,54.533,,
357,08/29/22 12:33:00 PM,25.603,54.502,,
358,08/29/22 12:33:30 PM,25.628,54.505,,
359,08/29/22 12:34:00 PM,25.628,54.505,,
360,08/29/22 12:34:30 PM,25.603,54.502,,
361,08/29/22 12:35:00 PM,25.628,54.474,,
362,08/29/22 12:35:30 PM,25.628,54.474,,
363,08/29/22 12:36:00 PM,25.628,54.442,,
364,08/29/22 12:36:30 PM,25.628,54.442,,
365,08/29/22 12:37:00 PM,25.628,54.442,,
366,08/29/22 12:37:30 PM,25.628,54.411,,
367,08/29/22 12:38:00 PM,25.628,54.474,,
368,08/29/22 12:38:30 PM,25.628,54.411,,
369,08/29/22 12:39:00 PM,25.628,54.442,,
370,08/29/22 12:39:30 PM,25.628,54.442,,
371,08/29/22 12:40:00 PM,25.628,54.442,,
372,08/29/22 12:40:30 PM,25.628,54.442,,
373,08/29/22 12:41:00 PM,25.628,54.442,,
374,08/29/22 12:41:30 PM,25.628,54.442,,
375,08/29/22 12:42:00 PM,25.628,54.380,,
376,08/29/22 12:42:30 PM,25.628,54.380,,
377,08/29/22 12:43:00 PM,25.628,54.380,,
378,08/29/22 12:43:30 PM,25.628,54.411,,
379,08/29/22 12:44:00 PM,25.628,54.380,,
380,08/29/22 12:44:30 PM,25.628,54.411,,
381,08/29/22 12:45:00 PM,25.628,54.411,,
382,08/29/22 12:45:30 PM,25.628,54.380,,
383,08/29/22 12:46:00 PM,25.628,54.380,,
384,08/29/22 12:46:30 PM,25.628,54.348,,
385,08/29/22 12:47:00 PM,25.628,54.380,,
386,08/29/22 12:47:30 PM,25.628,54.348,,
387,08/29/22 12:48:00 PM,25.628,54.380,,
388,08/29/22 12:48:30 PM,25.628,54.380,,
389,08/29/22 12:49:00 PM,25.628,54.380,,
390,08/29/22 12:49:30 PM,25.628,54.348,,
391,08/29/22 12:50:00 PM,25.628,54.380,,
392,08/29/22 12:50:30 PM,25.628,54.380,,
393,08/29/22 12:51:00 PM,25.628,54.380,,
394,08/29/22 12:51:30 PM,25.628,54.380,,
395,08/29/22 12:52:00 PM,25.628,54.380,,
396,08/29/22 12:52:30 PM,25.603,54.376,,
397,08/29/22 12:53:00 PM,25.628,54.442,,
398,08/29/22 12:53:30 PM,25.628,54.380,,
399,08/29/22 12:54:00 PM,25.628,54.380,,
400,08/29/22 12:54:30 PM,25.628,54.380,,
401,08/29/22 12:55:00 PM,25.628,54.442,,
402,08/29/22 12:55:30 PM,25.628,54.411,,
403,08/29/22 12:56:00 PM,25.628,54.380,,
404,08/29/22 12:56:30 PM,25.628,54.380,,
405,08/29/22 12:57:00 PM,25.628,54.380,,
406,08/29/22 12:57:30 PM,25.652,54.383,,
407,08/29/22 12:58:00 PM,25.652,54.383,,
408,08/29/22 12:58:30 PM,25.652,54.383,,
409,08/29/22 12:59:00 PM,25.628,54.380,,
410,08/29/22 12:59:30 PM,25.628,54.380,,
411,08/29/22 01:00:00 PM,25.652,54.383,,
412,08/29/22 01:00:30 PM,25.628,54.380,,
413,08/29/22 01:01:00 PM,25.628,54.380,,
414,08/29/22 01:01:30 PM,25.628,54.411,,
415,08/29/22 01:02:00 PM,25.652,54.383,,
416,08/29/22 01:02:30 PM,25.628,54.380,,
417,08/29/22 01:03:00 PM,25.652,54.383,,
418,08/29/22 01:03:30 PM,25.652,54.383,,
419,08/29/22 01:04:00 PM,25.652,54.383,,
420,08/29/22 01:04:30 PM,25.652,54.383,,
421,08/29/22 01:05:00 PM,25.652,54.383,,
422,08/29/22 01:05:30 PM,25.652,54.414,,
423,08/29/22 01:06:00 PM,25.652,54.414,,
424,08/29/22 01:06:30 PM,25.652,54.446,,
425,08/29/22 01:07:00 PM,25.652,54.414,,
426,08/29/22 01:07:30 PM,25.652,54.383,,
427,08/29/22 01:08:00 PM,25.652,54.414,,
428,08/29/22 01:08:30 PM,25.676,54.386,,
429,08/29/22 01:09:00 PM,25.652,54.383,,
430,08/29/22 01:09:30 PM,25.676,54.386,,
431,08/29/22 01:10:00 PM,25.652,54.383,,
432,08/29/22 01:10:30 PM,25.652,54.383,,
433,08/29/22 01:11:00 PM,25.652,54.383,,
434,08/29/22 01:11:30 PM,25.676,54.386,,
435,08/29/22 01:12:00 PM,25.652,54.383,,
436,08/29/22 01:12:30 PM,25.652,54.351,,
437,08/29/22 01:13:00 PM,25.652,54.383,,
438,08/29/22 01:13:30 PM,25.652,54.351,,
439,08/29/22 01:14:00 PM,25.652,54.383,,
440,08/29/22 01:14:30 PM,25.676,54.355,,
441,08/29/22 01:15:00 PM,25.676,54.355,,
442,08/29/22 01:15:30 PM,25.676,54.355,,
443,08/29/22 01:16:00 PM,25.676,54.355,,
444,08/29/22 01:16:30 PM,25.676,54.386,,
445,08/29/22 01:17:00 PM,25.676,54.355,,
446,08/29/22 01:17:30 PM,25.676,54.323,,
447,08/29/22 01:18:00 PM,25.676,54.323,,
448,08/29/22 01:18:30 PM,25.676,54.355,,
449,08/29/22 01:19:00 PM,25.676,54.323,,
450,08/29/22 01:19:30 PM,25.676,54.292,,
451,08/29/22 01:20:00 PM,25.676,54.292,,
452,08/29/22 01:20:30 PM,25.676,54.323,,
453,08/29/22 01:21:00 PM,25.652,54.289,,
454,08/29/22 01:21:30 PM,25.652,54.320,,
455,08/29/22 01:22:00 PM,25.652,54.289,,
456,08/29/22 01:22:30 PM,25.652,54.289,,
457,08/29/22 01:23:00 PM,25.652,54.289,,
458,08/29/22 01:23:30 PM,25.652,54.289,,
459,08/29/22 01:24:00 PM,25.652,54.257,,
460,08/29/22 01:24:30 PM,25.652,54.257,,
461,08/29/22 01:25:00 PM,25.652,54.289,,
462,08/29/22 01:25:30 PM,25.652,54.289,,
463,08/29/22 01:26:00 PM,25.652,54.257,,
464,08/29/22 01:26:30 PM,25.652,54.289,,
465,08/29/22 01:27:00 PM,25.652,54.257,,
466,08/29/22 01:27:30 PM,25.652,54.257,,
467,08/29/22 01:28:00 PM,25.652,54.257,,
468,08/29/22 01:28:30 PM,25.652,54.257,,
469,08/29/22 01:29:00 PM,25.652,54.257,,
470,08/29/22 01:29:30 PM,25.652,54.257,,
471,08/29/22 01:30:00 PM,25.652,54.226,,
472,08/29/22 01:30:30 PM,25.652,54.257,,
473,08/29/22 01:31:00 PM,25.676,54.638,,
474,08/29/22 01:31:30 PM,25.676,54.260,,
475,08/29/22 01:32:00 PM,25.652,54.194,,
476,08/29/22 01:32:30 PM,25.676,54.229,,
477,08/29/22 01:33:00 PM,25.652,54.257,,
478,08/29/22 01:33:30 PM,25.652,54.257,,
479,08/29/22 01:34:00 PM,25.652,54.226,,
480,08/29/22 01:34:30 PM,25.652,54.257,,
481,08/29/22 01:35:00 PM,25.652,54.226,,
482,08/29/22 01:35:30 PM,25.652,54.226,,
483,08/29/22 01:36:00 PM,25.652,54.226,,
484,08/29/22 01:36:30 PM,25.652,54.257,,
485,08/29/22 01:37:00 PM,25.652,54.257,,
486,08/29/22 01:37:30 PM,25.652,54.257,,
487,08/29/22 01:38:00 PM,25.652,54.257,,
488,08/29/22 01:38:30 PM,25.652,54.226,,
489,08/29/22 01:39:00 PM,25.652,54.163,,
490,08/29/22 01:39:30 PM,25.652,54.257,,
491,08/29/22 01:40:00 PM,25.652,54.194,,
492,08/29/22 01:40:30 PM,25.652,54.163,,
493,08/29/22 01:41:00 PM,25.652,54.194,,
494,08/29/22 01:41:30 PM,25.628,54.411,,
495,08/29/22 01:42:00 PM,25.628,54.191,,
496,08/29/22 01:42:30 PM,25.628,54.222,,
497,08/29/22 01:43:00 PM,25.628,54.474,,
498,08/29/22 01:43:30 PM,25.628,54.726,,
499,08/29/22 01:44:00 PM,25.628,54.380,,
500,08/29/22 01:44:30 PM,25.628,54.568,,
501,08/29/22 01:45:00 PM,25.628,54.851,,
502,08/29/22 01:45:30 PM,25.628,54.537,,
503,08/29/22 01:46:00 PM,25.628,54.694,,
504,08/29/22 01:46:30 PM,25.652,54.823,,
505,08/29/22 01:47:00 PM,25.652,54.729,,
506,08/29/22 01:47:30 PM,25.628,54.600,,
507,08/29/22 01:48:00 PM,25.628,54.631,,
